Class,International Roughness Index,State,System,Value
Rural (miles),145-170,United States,Interstate,579.9
Rural (miles),145-170,Alabama,Interstate,6.5
Rural (miles),145-170,Alaska,Interstate,77.3
Rural (miles),145-170,Arizona,Interstate,27.1
Rural (miles),145-170,Arkansas,Interstate,8.0
Rural (miles),145-170,California,Interstate,55.6
Rural (miles),145-170,Colorado,Interstate,33.9
Rural (miles),145-170,Connecticut,Interstate,0.0
Rural (miles),145-170,Delaware,Interstate,0.0
Rural (miles),145-170,District of Columbia,Interstate,0.0
Rural (miles),145-170,Florida,Interstate,3.3
Rural (miles),145-170,Georgia,Interstate,6.4
Rural (miles),145-170,Hawaii,Interstate,0.0
Rural (miles),145-170,Idaho,Interstate,5.5
Rural (miles),145-170,Illinois,Interstate,18.8
Rural (miles),145-170,Indiana,Interstate,14.4
Rural (miles),145-170,Iowa,Interstate,11.5
Rural (miles),145-170,Kansas,Interstate,6.0
Rural (miles),145-170,Kentucky,Interstate,9.2
Rural (miles),145-170,Louisiana,Interstate,40.1
Rural (miles),145-170,Maine,Interstate,0.7
Rural (miles),145-170,Maryland,Interstate,1.7
Rural (miles),145-170,Massachusetts,Interstate,1.2
Rural (miles),145-170,Michigan,Interstate,13.5
Rural (miles),145-170,Minnesota,Interstate,6.1
Rural (miles),145-170,Mississippi,Interstate,10.5
Rural (miles),145-170,Missouri,Interstate,9.7
Rural (miles),145-170,Montana,Interstate,11.6
Rural (miles),145-170,Nebraska,Interstate,5.4
Rural (miles),145-170,Nevada,Interstate,2.0
Rural (miles),145-170,New Hampshire,Interstate,0.4
Rural (miles),145-170,New Jersey,Interstate,0.7
Rural (miles),145-170,New Mexico,Interstate,23.5
Rural (miles),145-170,New York,Interstate,20.5
Rural (miles),145-170,North Carolina,Interstate,6.0
Rural (miles),145-170,North Dakota,Interstate,2.4
Rural (miles),145-170,Ohio,Interstate,8.2
Rural (miles),145-170,Oklahoma,Interstate,10.2
Rural (miles),145-170,Oregon,Interstate,4.9
Rural (miles),145-170,Pennsylvania,Interstate,20.0
Rural (miles),145-170,Rhode Island,Interstate,0.2
Rural (miles),145-170,South Carolina,Interstate,0.0
Rural (miles),145-170,South Dakota,Interstate,3.7
Rural (miles),145-170,Tennessee,Interstate,5.0
Rural (miles),145-170,Texas,Interstate,31.2
Rural (miles),145-170,Utah,Interstate,6.0
Rural (miles),145-170,Vermont,Interstate,1.8
Rural (miles),145-170,Virginia,Interstate,4.0
Rural (miles),145-170,Washington,Interstate,11.4
Rural (miles),145-170,West Virginia,Interstate,7.3
Rural (miles),145-170,Wisconsin,Interstate,9.7
Rural (miles),145-170,Wyoming,Interstate,13.0
Rural (miles),145-170,Puerto Rico,Interstate,3.5
Rural (miles),171-194,United States,Interstate,284.0
Rural (miles),171-194,Alabama,Interstate,4.0
Rural (miles),171-194,Alaska,Interstate,46.6
Rural (miles),171-194,Arizona,Interstate,15.0
Rural (miles),171-194,Arkansas,Interstate,5.5
Rural (miles),171-194,California,Interstate,30.9
Rural (miles),171-194,Colorado,Interstate,19.2
Rural (miles),171-194,Connecticut,Interstate,0.0
Rural (miles),171-194,Delaware,Interstate,0.0
Rural (miles),171-194,District of Columbia,Interstate,0.0
Rural (miles),171-194,Florida,Interstate,0.9
Rural (miles),171-194,Georgia,Interstate,2.2
Rural (miles),171-194,Hawaii,Interstate,0.0
Rural (miles),171-194,Idaho,Interstate,2.8
Rural (miles),171-194,Illinois,Interstate,7.8
Rural (miles),171-194,Indiana,Interstate,6.8
Rural (miles),171-194,Iowa,Interstate,5.3
Rural (miles),171-194,Kansas,Interstate,2.3
Rural (miles),171-194,Kentucky,Interstate,4.5
Rural (miles),171-194,Louisiana,Interstate,15.5
Rural (miles),171-194,Maine,Interstate,0.3
Rural (miles),171-194,Maryland,Interstate,0.4
Rural (miles),171-194,Massachusetts,Interstate,0.6
Rural (miles),171-194,Michigan,Interstate,6.8
Rural (miles),171-194,Minnesota,Interstate,1.8
Rural (miles),171-194,Mississippi,Interstate,6.0
Rural (miles),171-194,Missouri,Interstate,4.5
Rural (miles),171-194,Montana,Interstate,3.9
Rural (miles),171-194,Nebraska,Interstate,1.8
Rural (miles),171-194,Nevada,Interstate,1.0
Rural (miles),171-194,New Hampshire,Interstate,0.4
Rural (miles),171-194,New Jersey,Interstate,0.3
Rural (miles),171-194,New Mexico,Interstate,11.5
Rural (miles),171-194,New York,Interstate,8.0
Rural (miles),171-194,North Carolina,Interstate,3.6
Rural (miles),171-194,North Dakota,Interstate,1.1
Rural (miles),171-194,Ohio,Interstate,3.2
Rural (miles),171-194,Oklahoma,Interstate,5.4
Rural (miles),171-194,Oregon,Interstate,2.1
Rural (miles),171-194,Pennsylvania,Interstate,10.9
Rural (miles),171-194,Rhode Island,Interstate,0.0
Rural (miles),171-194,South Carolina,Interstate,0.0
Rural (miles),171-194,South Dakota,Interstate,0.7
Rural (miles),171-194,Tennessee,Interstate,2.1
Rural (miles),171-194,Texas,Interstate,11.3
Rural (miles),171-194,Utah,Interstate,2.3
Rural (miles),171-194,Vermont,Interstate,0.9
Rural (miles),171-194,Virginia,Interstate,1.5
Rural (miles),171-194,Washington,Interstate,6.7
Rural (miles),171-194,West Virginia,Interstate,3.2
Rural (miles),171-194,Wisconsin,Interstate,4.4
Rural (miles),171-194,Wyoming,Interstate,5.6
